label,source,sentence
shame,emotional_events,Participating in a theft several years ago.
shame,emotional_events,"I feel shame every time I think of very dear friends of mine abroad who were family to me for a year, and now 2 years later, I have attempted, but have not actually gone through with corresponding with them, to express my feelings and gratitude."
shame,emotional_events,"I went to visit Montrose home for crippled children to interview a handicapped child. I interviewed two boys and it went really well. I promised I would visit them, but never got the time. Now I hope they've forgotten me, but I feel ashamed of letting them down."
shame,emotional_events,I was ashamed when I got the lowest result (mark) in class. All the same I didn't worry too much because I knew I would have got much better if I had read enough.
shame,emotional_events,Being unable to stop urinating on the bus.
shame,emotional_events,When I gave my boyfriend a brush-off.
shame,emotional_events,When I fell down.
shame,emotional_events,When my best friend foud out I'd been lying about something I'd been doing behind her back.
shame,emotional_events,When my darling found me walking hand in hand with another girl whom I loved also.
shame,emotional_events,I was very drunk at a certain wedding party and I got involved in a fight.
shame,emotional_events,When an intimate friend of mine passed B.A with first class and I got only pass class.
shame,emotional_events,Some weeks ago I experienced a day that everything went wrong I broke several things I felt very ashamed for I am not a sloven.
shame,emotional_events,At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame.
shame,emotional_events,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service."
shame,emotional_events,"When I was going downhill on skis, and fell down twice the first time."
shame,emotional_events,"In an important situation for me, my father behaved inadequately."
shame,emotional_events,Asking someone to give me back the money I once lend him because I needed it myself.
shame,emotional_events,When taking part in the mobbing of one of my best friends in primary school.
shame,emotional_events,I feel ashamed at the fact that even after 35 years of independence   70% of the Indian poulation is still below the poverty line.
shame,emotional_events,Doing poorly on an exam that I thought I should do well.
shame,emotional_events,"For example, to feel bad because of one's attire, to be among people who do not belong to the same social class, to give a wrong answer in class, to be surprised in particular situations."
shame,emotional_events,A friend of mine had said something about not liking to come to my place just before coming to my place.   In the meanwhile I got to learn about this from another friend of mine and when she arrived at my place I really treated her badly.  I was later ashamed of the way I had treated someone when the person was at my place.
shame,emotional_events,When I did not speak the truth.
shame,emotional_events,I slept with a man purely because I found him physically attractive and was under the influence of alcohol.
shame,emotional_events,Cheating to get the best grade on a test in 7th grade.
shame,emotional_events,"When dropping a carton of boiling soup onto a co-worker's leg - causing great pain, and for me, severe embarassment at my own ineptitude, and shame that another person suffered as a result."
shame,emotional_events,Failing in an examn.
shame,emotional_events,I kicked the dog outside on a cold night because he was annoying me. The next day he came down with the flu and we thought he was going to die.
shame,emotional_events,When a friend from whom I preferred to hide my private life discovered that I had relations with a man.
shame,emotional_events,News was spread that I had been found doing sexual intercourse with a small girl. At first this annoyed me but later on I became ashamed because many people seemed to believe it.
shame,emotional_events,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt."
shame,emotional_events,"In our class we had a test on Nursing, so a friend from the Army was caught peeping, by using a paper which had already answers which was written by him. So all of us from the Army got ashamed."
shame,emotional_events,After having failed my driving test.
shame,emotional_events,"My mother told my uncle who is a Roman Catholic Priest (Redemptist Father) that I had been living in a de-facto relationship for three years. He was very, very angry at me."
shame,emotional_events,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his."
shame,emotional_events,Zhu Jianhau did not break the world record for China.
shame,emotional_events,"I felt shame at the hurt I caused to my family especially my parent father, shame of hurting people emotionally. A misconceived self-blaming that didn't do me any good. Shame at being myself as I am."
shame,emotional_events,Not finishing my duty as a class leader.
shame,emotional_events,I came home from school very keyed up. At the dinner table I unfortunately unloaded a lot of my hostility off on one of my parents. I'm ashamed that I didn't dispate and control these feelings before coming to the table or even let the energy build up in the first place.
shame,emotional_events,My father who is very quiet discovered I was going out with a coloured boy. He called me names and was really upset.
shame,emotional_events,"Truely, I got very ashamed when my brother was sent out of Business Machines Limited Company due to improper handling of the office equipment in Sales Services."
shame,emotional_events,"When I was teasing a girl, who turned out to be my brother's dame."
shame,emotional_events,When I had to represent my boss at a meeting.
shame,emotional_events,When I was young my mother told the neighbour that I had wet the bed.  I felt ashamed thinking that the neighbour's children would get to know about it.
shame,emotional_events,"Making bloopers: e.g. telling something negative about a certain person, while that person is standing besides you and hears everything."
shame,emotional_events,"When I was small, I would always fight with my younger sister and one time I hit her and knocked the wind out of her. I felt real bad about it."
shame,emotional_events,I forgot something I agreed upon with a good friend.
shame,emotional_events,I cannot remember a situation in which I felt ashamed. I was eating with some people and a little boy I took care of. I warned him often not to knock down his glass of mild. When I took out his chair I knocked down my own glass.
shame,emotional_events,"I had a habit of wetting my bed when I was young.  One day, when I was invited to my friend's place to stay for the night, it happened again.  I was ashamed of myself."
shame,emotional_events,"Once in primary five, I had forgotten to take a book to class and the teacher punished me by asking me to stand at the back of the class.  I thought about the way my mother would react if she saw me being punished.  My mother was very good to me and though she did not see me punished, I felt sorry for her."
shame,emotional_events,"Talking about a person's unattractiveness, not realizing that the person was listening."
shame,emotional_events,I ate very fattening food in front of my boyfriend who would like me to lose weight. I am supposedly pursuing a modelling career but first I must lose weight. I had been trying to diet.
shame,emotional_events,"When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt."
shame,emotional_events,"On one occasion whilst engaging in horseplay with my girlfriend, I caused her to be physically harmed."
shame,emotional_events,"When Dad went to a Sports Day and was the only parent there, and he was cheering for us."
shame,emotional_events,"In my 20s - and was going out to dinner to celebrate a friend's birthday. Her (older - in 30s) cousin, really wanted me to get drunk cos I'd visited their (cousin & wife) place quite a bit, but had always been very careful - brought up to believe in moderation in drink (but not guilt repression etc). I mixed drinking with smoking (which I rarely did) and got drunk and had to leave the table to get sick in the loo, and later went home and was sick again; have never felt so awful in my life. And I didn't want to face or tell my other flatmates, or family."
shame,emotional_events,On the train a drunk person touched my baby and I reacted very disapprovingly.  I felt ashamed later as the person had not been aggressive though he could have been.
shame,emotional_events,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed."
shame,emotional_events,I had a misunderstanding with my father and after some time I found that I had been wrong.
shame,emotional_events,One day in the intimity with my girlfriend I had an ejaculation.
shame,emotional_events,When I am angry at someone without a good reason. Later on it proves that he didn't do anything wrong.
shame,emotional_events,[ No response.]
shame,emotional_events,"If I don't go to lectures, I often feel ashamed."
shame,emotional_events,[ No response.]
shame,emotional_events,I had not punched a ticket in the bus because I had a card. But when the ticket-collector came it turned out that I had forgotten it. The shame I felt was great though it was not done on purpose.
shame,emotional_events,We had made an appointment to complete together a piece of work. It appeared that I was the only one who hadn't prepared anything.
shame,emotional_events,"When my mother asked me to do a job for her which does not require much effort on my part, yet I refused for selfish reasons and saw her have to do it."
shame,emotional_events,When I wet my bed at boarding school.
shame,emotional_events,"Being with a close friend, in the city, who was involved at the present point in time in outrageous activity."
shame,emotional_events,In school I was very bad in running long distances and my class-mates laughed at me for this reason.
shame,emotional_events,"A few years back I had proposed love to a girl who later turned out to be related to me.  Though we were in love with each other, we both felt ashamed and withdrew from each other."
shame,emotional_events,"A person (a male) told me that he liked me.  He has a problem, he is a homosexual."
shame,emotional_events,Went to a lecture about Chinese history and hear about the Opium War.
shame,emotional_events,"At using other people, because of sexual experience that was using another to the detriment of both. Anxiety that I may have affected another for the worst."
shame,emotional_events,The shame came when I was beaten by my teacher at school in front of boys and girls some of whom were my friends and a girlfriend apart from being classmates.
shame,emotional_events,I gave a wrong answer at school.
shame,emotional_events,When I bought new clothes and put them on.
shame,emotional_events,NO RESPONSE.
shame,emotional_events,"I went to see a friend. There were other people, too, and everybody brought some present. I was the onlyone who brought nothing. My friend was very hospitable and did not show anything - although I knew how he felt."
shame,emotional_events,I didn't tell my parents that I was going to Sofia. I told them that I was going to a seminar. My mother knew that I was lying but she didn't stop me.
shame,emotional_events,When I stated sharply something I was not very sure of and a few days later I was shown to be wrong.
shame,emotional_events,"I promised a friend that I would return a book to it's owner for him , but I forgot to do it."
shame,emotional_events,I was very much ashamed after a friend beat me at school and I was defeated.
shame,emotional_events,I was swimming in the river and I lost the top of my bikini.  I did not notice it and came out of water.  There was a disagreeable classmate watching the scene.
shame,emotional_events,When I contacted a sexually transmitted disease and the lecturer came to know about it as it was he who treated me for it.
shame,emotional_events,Soiled my short trousers with faeces.
shame,emotional_events,I felt this when I was copying homework for one of my classes.
shame,emotional_events,When I almost did something awful with a friend of mine and myself.
shame,emotional_events,In a school parting we agreed to go to a restaurant. We met at school and we separated us in several cars. My car broke and we arrived late. All those who already had arrived stand up and applauded us when we entered two hours late. All the restaurant attention was turned on us.
shame,emotional_events,"One rainy day when the streets were wet, and as I was walking down a slope, I fell down out of my carelessness.  There were many people and they saw me, so I felt ashamesd.  Moreover I hurt my ankle and it was painful."
shame,emotional_events,I felt ashamed when I was confronted by a teaching assistant that a close friend and I were accused of cheating on a math exam.
shame,emotional_events,When I failed the grade seven exams.
shame,emotional_events,Every time I do not write something well in English.
shame,emotional_events,When I failed one of the tests because I had not worked hard enough.
shame,emotional_events,I felt ashamed one day when my teacher shouted at me in the presence of my boyfriend.
shame,emotional_events,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver.
shame,emotional_events,"I had to meet a girlfriend to go out for a drink and she arrived with her aunt, to whom I was introduced.  Then the aunt left."
shame,emotional_events,I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry.
shame,emotional_events,My father insulted by other people.
shame,emotional_events,When I went to a disco with a friend I started behaving badly embarrassing him without reason.
shame,emotional_events,I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted.
shame,emotional_events,I took an exam which I failed terribly as I had not studied.
shame,emotional_events,Somebody who knows me very well discovered that I had told him a lie.
shame,emotional_events,[ Sometimes I have by accident said to another person something in which it is easy to read a negative attitude.]
shame,emotional_events,Had to tell people that my parents are divorced.
shame,emotional_events,When I was taken to the place where my uncle had defecated in his pants after having drunk beer.
shame,emotional_events,I was ashamed with my biology lecturer when he asked me a question and I could not answer it.
shame,emotional_events,When a certain drunk man slapped my buttocks when I was quietly standing waiting for a bus.
shame,emotional_events,"When I was a child, I thought that I had to be ashamed when asking and doing certain forbidden things."
shame,emotional_events,"In a Mathematics class, the professor asked me a question and I gave the wrong answer."
shame,emotional_events,When five of my friends at the secondary school found out the bad things that I had been saying about them.
shame,emotional_events,I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living.
shame,emotional_events,[ Never felt the emotion.]
shame,emotional_events,Was accused of having hidden intentions in a situation when I believed I was acting honestly and fairly.
shame,emotional_events,"My girlfriend had started going around with another boy.  Her cousin, also a friend of mine, asked her as to who she preferred.  Both of us were present and she chose the other guy."
shame,emotional_events,People impolite with me because I did not get a good report.
shame,emotional_events,"When I was 10, I got busted for stealing a candy-bar."
shame,emotional_events,"Like guilt - the most ashamed I have ever felt was when I began to feel guilty about having sex with my boyfriend when it was only \the thing to do\"", and not really an act of love."""
shame,emotional_events,"I insulted two of my friends because I thought that had been gossiping about me right under my nose, however I later found out that they were not doing so."
shame,emotional_events,I feel shy to show all my worth when I work for the first time with a conductor or a producer unfamiliar to me.
shame,emotional_events,"At the funeral of my uncle, I was one of the bearers.  I was not familiar with the etiquette and acted tactlessly because of my ignorance."
shame,emotional_events,At an exam in pharmacology I tried to prompt a coleague (she asked me something) and the assistant professor made me a sharp remark.
shame,emotional_events,China cannot buy your reference.
shame,emotional_events,Cannot remember such a situation.
shame,emotional_events,"When I state things with great positiveness and try to convince others, and it appears that my statement is not right."
shame,emotional_events,When I had not done well in Geography at my MCE I was expected to get more than I did.
shame,emotional_events,When I failed to answer a simple question.
shame,emotional_events,Was caught stealing apples in a neighbor's garden.
shame,emotional_events,"I counterfeited a mark in the school register during the lesson in gymnastics. I felt this feeling two days later when I stood face to face with my teacher, whom I highly appreciated and respected."
shame,emotional_events,I was very ashamed when I failed a test in Standard 7. The teacher told the other students to shout and laugh at me.
shame,emotional_events,"I had promised to contact a friend about a particular matter by a certain date, then thought no more about it until the friend reminded me after the date had passed."
shame,emotional_events,"At the seaside, when a wave suddenly came and took off my bikini."
shame,emotional_events,It was last week on Sunday that I was walking with my girlfriend along Kawale road going to town so I tried to stop a car for a lift and the driver didn't stop and I felt shame because people were looking at us.
shame,emotional_events,Arguing about price with private shop-assistant.
shame,emotional_events,I felt a sense of shame when I compromised a colleague of mine. I got an information from him which I quite out of place shared with another colleague of mine and it resulted in an unpleasant consequence for him.
guilt,emotional_events,"I was looking after my cousin's little daughter; she fell down, was slightly injured and cried vociferously."
guilt,emotional_events,When one of my lovers told me that I was a flirt.
guilt,emotional_events,Finding out that I have misunderstood other people.
guilt,emotional_events,Whenever I see poverty and starvation. I live in an affluent society and am privileged to have many opportunities.
guilt,emotional_events,When I had drunk too much and nearly got an alcohol poisoning.
guilt,emotional_events,"I thought that I could have avoided the above situation (the one in fear) if I had concentrated more on my work, which I hate."
guilt,emotional_events,"When I had lied, saying that I never take bread from the dinning hall and a friend of mine caught me doing it.  He thus proved to me that I did in fact take the bread."
guilt,emotional_events,"I felt guilty when I had taken the car keys and I had an accident but as my parents did not know who was to blame, they punished my brother because I had no driving licence and they thought it impossible that had driven the car."
guilt,emotional_events,Leaving home when my mother thought I had no reason to go and felt that I was rejecting her. She is a constantly depressed person (a bit of a worry-wort) and I felt guilty about having given her this additonal problem.
guilt,emotional_events,"My cousin knocked on the door, looking for me to get her watch back.  I had given it to my girlfriend, Lizzy, as a present."
guilt,emotional_events,When I crashed by bike into an old lady crossing a road and knocked her down.
guilt,emotional_events,I felt guilty when I lied to my parents.
guilt,emotional_events,"I came home from a discotheque at half past four in the morning, although I had promised my parents to come home at midnight. From 3 a.m. I felt guilty towards my parents."
guilt,emotional_events,"I was spending a few days at my aunt's place.  One night I got home very late, I had told them I was going to a party but I went to another place.  They were very worried."
guilt,emotional_events,Once when I was in the cell group (religious activity) I found that almost everyone in the group read the bible daily and I felt guilty in my heart.
guilt,emotional_events,When I discovered that the girl I was courting was a relative of mine.
guilt,emotional_events,"When I think about my family (parents, brothers, sisters) guilt is a part of my feelings."
guilt,emotional_events,"When I was in P3 I was always punished as I would forget to do my homework.  The first time that I was punished and not allowed to leave school, I slipped out of school."
guilt,emotional_events,"I had asked the Salvation Army to take away a piece of furniture of mine, but I forgot to cancel the agreement (a friend of mine took it) and I thereby caused the Salvation Army people some unnecessary work."
guilt,emotional_events,When I had had the possibility to act or to do certain activity better but I had not done it because of reluctance or carelessness.
guilt,emotional_events,I was said to be responsible for my mother getting ill and growing thin. I did not realize that it really was my fault until several weeks later.
guilt,emotional_events,When I shot a bird in the head with a shotgun.
guilt,emotional_events,Family discord and uneasiness due to something I did not communicate on time.
guilt,emotional_events,When I was rude to my mother and got angry with her.
guilt,emotional_events,"When I still went to primary-school, I went on a ski-trip with my family. After skiing we went to a restaurant for lunch. Suddenly my father said that he had forgotten something in the car. He gave me the key and asked me to go and get it. I had difficulties with the key which was already bent. I asked my mother to help me. When she tried to turn the key it broke. We had no second key. My mother was blamed for all that and I did not say a word."
guilt,emotional_events,I was to take a test and I had not made the necessary preparations until it was too late.  There were two days to go and I still had not done much.
guilt,emotional_events,"I once torn the inner tube of a bike, that was not mine. Then I saw it was a brand new one. I felt very guilty then."
guilt,emotional_events,Some students have been calling lecturers nicknames and I was not able to find out who they were to stop them.
guilt,emotional_events,When I cheated my father and told him that the school administration wanted K80 for the purchase of a mini-bus.  Two months later the school authorities wrote back to my father for the money.  I could not go back and ask him for the money again as he had already given it to me once.
guilt,emotional_events,I hated you for not letting me go and found out that it was not your decision.
guilt,emotional_events,Failed to do what I had promised.
guilt,emotional_events,"A friend of mine got encouragement and I did not, as the supervisor did not like me."
guilt,emotional_events,"I \picked up\"" a girl and I thought that I had misused my á|position and authority over her as there did not seem to be any á|realistic possibility of continuing the relationship."""
guilt,emotional_events,In September 1984 I got two girls pregnant and the families of both the girls confronted me .  The fact was that my parents were around and I felt guilty answering some of the questions.
guilt,emotional_events,"A friend was going to come stay the weekend with me, but something came up and I cancelled out on him."
guilt,emotional_events,"About the girl (22 years, married) I felt guilty of the relationship."
guilt,emotional_events,"When my father told me that I should help my mother more often, because she was so busy. And I realized that he was right."
guilt,emotional_events,"Feeling helpless, not being able to accomplish what I really wanted to do."
guilt,emotional_events,I feel guilty when I should have done something at any rate but I haven't done it.
guilt,emotional_events,"While trying to get my little brother over a ditch, he fell on his head and started crying.  I was scared of having caused him permanent injury."
guilt,emotional_events,I spoke to my mother on the phone.  She had skin cancer and was waiting to be operated.  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing.
guilt,emotional_events,My girlfriend's results in school had become worse because I prevented her from learning (we often went out etc.).
guilt,emotional_events,"I didn't tell my parents exacly what had made me so late in getting home one night. I left out some details and somehow, I felt I had lied to them."
guilt,emotional_events,"My mother misunderstood me and prevented me from doing something.  In return I did not talk to her for a few days, only later on I realized that what she had done had been for my good."
guilt,emotional_events,My mother wrote me and said that I would not writ enough letters home.
guilt,emotional_events,I had a discussion with my girl-friend. After some time we started to quarrel and at least - to get the upper hand - I said that she was not as important to me as she might believe. Some time later I apologized for that.
guilt,emotional_events,When I have been overhastingly offending or hurting.
guilt,emotional_events,"I experience a sense of guilt as my middle son cannot express himself like other children, neither verbally nor in writing."
guilt,emotional_events,"When I beat up my brother so badly, for not having gone to school, that we had to take him to hospital."
guilt,emotional_events,"My friend had written a letter to me, the contents of which I misunderstood and I wrote back a very harsh letter to her.  On realizing the blunder I had made, I felt like hiding my face in the sand."
guilt,emotional_events,When once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man. But it remained undone.
guilt,emotional_events,When I answered to my mother with rudeness.
guilt,emotional_events,"I did not go to the exercises, without any adequate reason."
guilt,emotional_events,"Guilt at having pressed another person to expose/explore his personal weaknesses/faults, to the extent that the other person was made to feel terrible/defensive."
guilt,emotional_events,Mentioning a book to the person who borrowed it.
guilt,emotional_events,I felt guilty about going out when I should have been studying for a presentation I had to give on Wednesday the next week.
guilt,emotional_events,When I shouted at my mother when she was nervous and depressed.
guilt,emotional_events,"With a group of handicapped people we went to a party. When we wanted to leave we were not able to find one of these people. I had told his mother that we would leave at 4.30 p.m., actually it was planned for 3.30 p.m. Therefore there was a delay."
guilt,emotional_events,"I had a quarrel with my father. He was depressed, because somebody had treated him injustly. As we had an argument, it was impossible for me to help him."
guilt,emotional_events,"When I broke off with my boyfriend after three years.  It was quite unexpected for him and there was no particular reason for the break up, such as someone else."
guilt,emotional_events,"The negative feelings towards me displayed by my \parents-in-law\""."""
guilt,emotional_events,"I dated another boy several times, when I was still \going with\"" á|my former boyfriend. This made me feel a little bit guilty towards á|my friend."""
guilt,emotional_events,[ Never felt the emotion.]
guilt,emotional_events,I always feel guilty when I see my mother sad or fed up with life. I really dont know the reason.
guilt,emotional_events,I made another person cry for an unjustified cause.
guilt,emotional_events,When I stole money from my mother and she asked me later if I was responsible.  I never admitted it.
guilt,emotional_events,"When I was 5, a few of my friends and I would light matches for fun. One of my friends confessed to her parents and my parents, I guess, knew or suspected I was involved but I said I knew nothing about it."
guilt,emotional_events,"When I was fighting with my elder brother I unintentionally hurt   him in the eye with a wooden bar.  I felt guilty and feared that he would be blind, fortunately he recovered after 15 days."
guilt,emotional_events,I was trying to have sex with my best friend's girl but she did not agree to it.
guilt,emotional_events,I kicked the chair in the classroom to express my anger.
guilt,emotional_events,"I spend the night with my boyfriend, while there was also a friend of his. We all lay on the floor to sleep. When my boyfriend was fallen asleep the other boy and I started petting. After 15 minutes I felt miserable and awoke my boyfriend to tell him that."
guilt,emotional_events,"When my parents fight lots of time, when I'm the reason of the fight, I feel guilty."
guilt,emotional_events,Not thanking relatives for a favor done.
guilt,emotional_events,I was to inform the neighbour on my left that a robber had been spotted the same evening near the house of the neighbour in front.  I did not do it and the same day the thieves broke into this neighbour's house.
guilt,emotional_events,When my friend ended up pregnant by a gentleman whom I considered to be good and faithful but he ended up neglecting her and not bothering about her.
guilt,emotional_events,When I was young I felt guilty because I thought that I had commited a grave sin.
guilt,emotional_events,"After having been told not to take the car, I took it anyway and felt guilty about having taken it."
guilt,emotional_events,"Once, I accidentally injured a boy in the eye and he almost lost it."
guilt,emotional_events,After a courtship of three months I made an end to it. The boy was very sad about this.
guilt,emotional_events,"At my temporary job, I have to restrict  others' actions and make them obey me, and this very often gives me  a feeling of guilt.  I wish there could be some other way of acting."
guilt,emotional_events,"I was driving my parents' car into a carpark in front of a shop we own, and scraped the corner of the front panel on the back corner of my father's utility. I didn't tell anyone, I lied about the bump (later I had to confess)."
guilt,emotional_events,"I had promised to do a task for someone that was close to me, and from the outset I knew it was important that I do it, but when it came to it, I let them down."
guilt,emotional_events,"I promised my friends that I would take care of something, but I kept forgetting about it.  When they asked me about it, I promised to do it immediately.  However, I got started only after a couple of months.  I felt that I had betrayed my friends."
guilt,emotional_events,I cannot recall feeling guilty in the near past. REMARK - SUBJECT MAY NOT HAVE TAKEN THE EXERCISE VERY SERIOUSLY.
guilt,emotional_events,When I didn't study for tests in High School. In particular  remember a physics test. I didn't study because my friends talked me out of it and we did something else boring. I felt so helpless just being there - then guilt set in because I was very close to getting an A in the class.
guilt,emotional_events,I joked with an unfamiliar friend in an obstinate tone.  I was afraid of his misunderstanding me and being hurt and angry at me.  I felt sorry over my conduct and thought that I had to find an opportunity to apologize.
guilt,emotional_events,I was the reason behind the break-up of my friend's relationship with his girlfriend.  She finished with him.
guilt,emotional_events,"I was out with a friend in a place where it was very, very busy. When we wanted to go I bumped a person, who dropped his glass beer I offered a new one but he didn't accept it."
guilt,emotional_events,[ I have never felt this emotion.]
guilt,emotional_events,When I had wrongly explained someone an important exemple for an examination.
guilt,emotional_events,I was living at home during the Summer vacations and towards the end decided to take some of my clothes and other belongings to the appartment in Guttenburg.  When I had finished I went to my ex-boyfriend's (relationship uncertain) home and stayed there till 5 A.M.  I had to leave then as my parents needed the car for work in the morning.  My parents do not like my boyfriend.
guilt,emotional_events,"By fun I had a tussle with my sister. Suddenly I obviously hurt her unintentionally - and she ran out of the room, crying."
guilt,emotional_events,When I lost something that was valuable to my sister.
guilt,emotional_events,"Car accident, hurt three of my closest family."
guilt,emotional_events,When my ex-boyfriend didn't want to sleep with me anymore and I insisted. We made love but he felt very badly and I felt guilty.
guilt,emotional_events,"When I lost my study grant without having attended any exam in the career I had started, and it was too late to cancel my registration."
guilt,emotional_events,When I noticed the negative changes in a friend's behaviour.
guilt,emotional_events,"My sister forgot to bring presents for my birthday, I was rude to her."
guilt,emotional_events,I had quarelled with a friend of mine and I later realized that it was also my fault.
guilt,emotional_events,I made an appointment to pick up someone. However I arrived too late and she had to wait a quarter of an hour.
guilt,emotional_events,Once I promised to do something but I didn't do it.
guilt,emotional_events,I wanted to get rid of a bad habit and it seemed that I had succeeded.  However a year later I got the bad habit again.  I felt  useless as I always found excuses to explain my behaviour.  As a result I felt guilty.
guilt,emotional_events,Not being able to help my friend to study English.
guilt,emotional_events,I couldn't fulfill a promise.
guilt,emotional_events,"I am going steady with a boy, but I had sexual intercourse with another one, and I felt guilty about it afterwards."
guilt,emotional_events,When I was a kid I stole toys from other kids.
guilt,emotional_events,When my aunt went out of her way to help me out with my financial problems.
guilt,emotional_events,When I did not defend my close friend when my father degraded him. I felt guilty for allowing my father to get away with his actions and for the hurt my friend felt. I cleared the matter up with my father a few weeks later.
guilt,emotional_events,[ I felt guilt when I was not co-operative with my mother for my exam.]
guilt,emotional_events,I failed to show up at an agreed date.
guilt,emotional_events,"I remember deceiving my brother, I told him that I was going to attend the Sunday service, instead I went out to the town with a friend."
guilt,emotional_events,Not doing well in the examn.
guilt,emotional_events,My wrong behaviour made my loved one feel sad and uneasy.
guilt,emotional_events,Yesterday I broke my sister's raio. She hears it always when she has school examinations and now she has examinations.
guilt,emotional_events,"I met my ex boyfriend by chance.  We separated a few months ago and I am now with a new boyfriend.  My ex boyfriend looked depressed, and I know I am not to be blamed."
guilt,emotional_events,I failed to complete a working task within the agreed time.
guilt,emotional_events,"For example, when I have promised something but I haven't fulfilled it."
guilt,emotional_events,Promising to do a task for a friend and just forgetting about it.
guilt,emotional_events,"When being illoyal (disloyal) to people close to me. Had such an episode with my sister, who should have received my support and attention."
guilt,emotional_events,I encouraged my brother to play football and he was hurt while playing the game.
guilt,emotional_events,I had spent the weekend visiting relatives and friends and didn't study for Anatomy class on Monday.
guilt,emotional_events,"When I told a person something that had happened to my friend, and this person went and told my friend."
guilt,emotional_events,I send a word to my boss through my servant telling him that I would not report for work as I was not feeling well and that the   doctor had refused to give me sick leave.  My intention was actually to go out of Lusaka for a week-end.  I left the same day and the following morning my boss found me in Mongu.  I felt guilty when asked to explain things on my return.
guilt,emotional_events,This I experienced when going around with more than one girl.
guilt,emotional_events,"We had promised, with a friend of mine, to take our friends to a restaurant and after having looked for a place for hours without finding one, and not being helped by the others we had to give up the idea."
guilt,emotional_events,"When I have forgotten to warn somebody for something, or when I have forgotten to bring something I have been asked for."
guilt,emotional_events,"When my uncle found me having sexual intercourse with a distant relative of mine in the sitting room, on the couch.  I failed to stop and get up, I carried on."
guilt,emotional_events,Guilt - because I had not written to my sister for months before she died.
guilt,emotional_events,"When I was starting in romance with my husband, we went out to curt, and we stayed in the car \making love\"". At the time I was á|seventeen and I was very immature until a day I lost my á|virginity."""
guilt,emotional_events,"Car accident. I let a 16-year old, incompetent parson take the wheel and I feel very guilty about what happened even though I suffered the worst injuries."
guilt,emotional_events,An accident happened to my little cousin because I had not taken enough care of her. She fell on the floor and her hands were hurt.
guilt,emotional_events,"The same as in \shame\""."""
guilt,emotional_events,I did not attend a social studies observation class for 1 whole week (I am a student trainee teacher). Anyway the other teachers thought this was okay because the teacher I was supposed to observe was not well liked. The teacher was in fact really nice to me - but I wanted to get out of teaching a hard topic he had given me.
guilt,emotional_events,I did not do my homework and went to see a film.
guilt,emotional_events,"One day, I was alone on duty when a patient choked while eating.  I ran to her and tried to make her breath, but it was too late."
guilt,emotional_events,"I felt very guilty when I tried to teach swimming to my younger brother, as I myself could not swim very well and my brother had started sinking to the bottom, however my elder brother saved him."
guilt,emotional_events,Being disloyal with persons I loved.
guilt,emotional_events,My sisters asked me to fetch them at a discotheque which is 5 km off. There was a thick fog and snowfall. There was not enough room in the car for all of them and they asked me to go there once again. When I did not do that they had a way to make me feel guilty.
guilt,emotional_events,"When as a 7 year old, I stole money from my mother."
guilt,emotional_events,I felt guilty when I once went out with another boy and made love with him while I had a close boyfriend.
guilt,emotional_events,"I felt guilty when I spent a night at my boyfriend's place, particularly because I had been harsh and spiteful when I had left home.  The reason was that I feared a possible discussion on the subject and I wanted to leave defiantly."
guilt,emotional_events,One day I found an incontinent man in the ward. This patient had a guardian who couldn't give him a bath. So I just left him like that but felt guilty until I went back to give him a bath.
guilt,emotional_events,"Due to laziness, I failed the term studies completely at University.  I also wanted, to some extent, to protest against my parents' expectations."
guilt,emotional_events,After an argument with a friend of mine.
guilt,emotional_events,"When my father had a serious fight with my sister, because of me."
guilt,emotional_events,"Once in my homes yard, I was plaing football with my cousin and in a certain quick the ball went on uncontrolled putting down a bird-cage, killing it."
guilt,emotional_events,When I beat up a first year student at my secondary school in my capacity as the deputy head boy.  He had woken up late in the  morning for manual work.
guilt,emotional_events,I was looking after a child and she fell down because I was not paying her much attention.  One side of her face got bruised.
guilt,emotional_events,"During an argument with my brother, I behaved rather intransigently, even cruelly, wishing to morally hurt the \person\"" á|opposed to me."""
guilt,emotional_events,Unable to help my mother to cook.
guilt,emotional_events,My father got a slight heart attack after a telephone call of mine.
guilt,emotional_events,I said nasty things which I did not mean to a friend.
guilt,emotional_events,Not handing in homework in time.
guilt,emotional_events,I forgot to lock the outside door at my Land Lady's place.
guilt,emotional_events,Many years ago a friend wanted me to with her to southern Europe and I preferred to travel alone.  I felt guilty because I wanted to go on my own.
